name,trade_name,cvm_code,about,b3_issuer_code,website,main_activity
Pomi Frutas S.A.,Pomi Frutas,19658,,FRTA,http://www.pomifrutas.com.br,Pomicultura Produção. Comercialização E Exportação
BRAZIL REALTY CIA SECURITIZADORA DE CREDITOS IMOLIARIOS,BRAZIL REALT,19720,,,http://www.cyrela.com.br/ri,(i) Aquisição E Securitização de Créditos Decorrentes de Operações de Financiamento Imobiliário; E (ii) Emissão E Colocação de Certificados de Recebíveis Imobiliários No Mercado Financeiro.
EDP Energias do Brasil S.A.,EDP Brasil,19763,"A EDP Brasil é uma importante holding do setor elétrico brasileiro, com investimentos em geração, distribuição, transmissão e comercialização de energia em diversos estados do país. Com uma capacidade instalada de 2,9 GW e 24,7 TWh de energia distribuída, a empresa é responsável por atender milhões de clientes em São Paulo, Espírito Santo, Minas Gerais, Tocantins, Amapá, Pará, Maranhão, Ceará, Santa Catarina e Rio Grande do Sul. A EDP Brasil é uma empresa comprometida com a sustentabilidade e a responsabilidade social, investindo em projetos e ações que contribuem para a melhoria da qualidade de vida das comunidades em que atua.",ENBR,https://ri.edp.com.br,área de Negócios: Geração. Distribuição. Transmissão E Comercialização de Energia Elétrica
ARTERIS S.A.,ARTERIS,19771,,,http://www.arteris.com.br,Gerenciamento de Concessões Públicas
walmartstoresLocaliza Rent a Car S.A.,Localiza,19739,"A Localiza é uma empresa brasileira líder no mercado de aluguel de carros, com presença em diversas cidades e aeroportos do Brasil e da América Latina. Fundada em 1973, a empresa começou com apenas seis fuscas usados e, ao longo dos anos, adotou estratégias como o franchising e a venda de carros seminovos para se fortalecer no mercado. Em 2005, a Localiza abriu seu capital na Bovespa e, atualmente, possui mais de 11.200 funcionários e uma frota de mais de 273.200 carros. Em 2020, a empresa anunciou uma fusão com a Unidas S.A. e, em dezembro de 2022, apresentou seu rebranding para a Localiza&Co, englobando diversas marcas.",RENT,https://ri.localiza.com,Aluguel de Carros E Gestão de Frotas
TERMOPERNAMBUCO SA,TERMOPE,19852,,TMPE,http://www.termope.com.br,
Light S.A.,Light,19879,"A Light S/A é uma empresa privada que atua na geração, distribuição, comercialização e soluções de energia elétrica em 31 municípios do Estado do Rio de Janeiro, abrangendo uma região com mais de 10 milhões de pessoas. Com sede na cidade do Rio de Janeiro, o Grupo Light é constituído por diversas empresas, como a Light Serviços de Eletricidade S.A., Light Energia S.A., Lightger S.A., Itaocara Energia Ltda., Amazônia Energia Participações S.A., Light Esco Prestação de Serviços S.A., Lightcom Comercializadora de Energia S.A., Light Soluções em Eletricidade Ltda., Energia Olimpica S.A., Axxiom Soluções Tecnológicas S.A. e Instituto Light. A história da Light começa em 1899, em Toronto, no Canadá, e sua atuação no Brasil começou em São Paulo, através da construção da Usina Hidrelétrica Parnaíba. No Rio de Janeiro, a empresa adquiriu o controle acionário da concessionária de iluminação a gás e construiu diversas usinas hidrelétricas nas décadas seguintes. Além disso, a Light também controlou o serviço de bondes e carris urbanos na cidade até 1963.",LIGT,https://ri.light.com.br,Participação em Sociedades P/ Exploração Serviços de Energia Elétrica
BRMalls Participações S.A.,BRMalls,19909,"A BRMalls é uma das maiores empresas de administração de shopping centers do Brasil, com participação em 31 empreendimentos em todas as regiões do país. Fundada em 2006, a empresa é registrada no Novo Mercado da BOVESPA e também está listada na bolsa de valores de Nova Iorque. A BRMalls é conhecida por sua expertise em gestão de shopping centers e por oferecer uma ampla variedade de serviços e soluções para seus clientes e lojistas. A empresa é uma referência no setor e está em constante expansão, buscando sempre oferecer a melhor experiência de compra para seus clientes.",BRML,http://www.brmalls.com.br,Holding
BR Properties S.A.,BR Properties,19925,,BRPR,http://www.brpr.com.br,Compra. Venda E Incorp. de Imóveis Comerciais Prontos Ou A Construir; Admin de Imóveis Próprios Ou de Terceiros; Arrendamento. Exploração Com. Locação Sub-locação de Imóveis Comerciais Própr. E Outros
BRPR 56 SECURITIZADORA CRED IMOB S.A.,BRPR 56 SEC,19984,,WTVR,http://www.brpr.com.br,
Totvs S.A.,Totvs,19992,"A Totvs é uma empresa brasileira líder em tecnologia para empresas, oferecendo uma ampla gama de sistemas e aplicativos, além de serviços financeiros para empresas de todos os tamanhos e em diversos setores da economia brasileira. Com mais de 70 mil clientes em mais de 40 países, a Totvs é uma provedora de tecnologia que vai além do ERP, investindo em pesquisa e desenvolvimento para atender às necessidades de seus clientes. Com mais de 10 mil colaboradores em todo o mundo, a Totvs é uma empresa que acredita no ""Brasil que Faz"" e apoia o crescimento e a sustentabilidade de milhares de negócios e empreendedores em todo o país.",TOTS,https://ri.totvs.com,Prestação de Serviços de Consultoria. Assessoria E Desenvolvimento de Sistemas Informatizados (software). Atividades de Pesquisa E Inovação Tecnológica. Prestação de Serviços Relacionados à Gestão.
Equatorial Energia S.A.,Equatorial Energia,20010,"A Equatorial Energia é uma empresa de capital aberto que atua no setor de eletricidade no Brasil, controlando diversas distribuidoras de energia elétrica em diferentes estados, como Alagoas, Amapá, Maranhão, Pará, Piauí e Rio Grande do Sul, além de ter participação na área de transmissão com a Equatorial Transmissão. Fundada em 1999 pela PPL Global como Brisk Participações, a empresa teve sua origem a partir da participação no leilão de privatização da Companhia Energética do Maranhão-CEMAR em 2000. Mais recentemente, a Equatorial Energia adquiriu a CEEE-D do Rio Grande do Sul e a CEA do Amapá através de processo de desestatização.",EQTL,https://ri.equatorialenergia.com.br,Empresa Holding Com Atuação No Setor Elétrico
Valid Soluções S.A.,Valid,20028,,VLID,http://www.valid.com.br,Impressão de Documentos de Segurança.
BrasilAgro Companhia Brasileira de Propriedades Agrícolas,BrasilAgro,20036,"A BrasilAgro é uma empresa fundada em 2006 e se destaca pela aquisição, desenvolvimento e exploração de propriedades rurais com aptidão agropecuária. Com o objetivo de gerar valor por meio da manutenção e desenvolvimento de atividades agropecuárias rentáveis, a empresa busca implementar culturas de maior valor agregado e investir em infraestrutura e tecnologia para maximizar o retorno sobre seus investimentos. Com um plano de negócios que contempla a valorização das propriedades rurais como principal vetor de retorno financeiro, a empresa busca maximizar o rendimento e a produtividade por meio da implementação de tecnologia e técnicas agrícolas de excelência.",AGRO,https://ri.brasil-agro.com,Empresa de Desenvolvimento Agropecuario
CSU Cardsystem S.A.,CSU Cardsystem,20044,,CSUD,http://www.csu.com.br,Terceirização em Administração E Processamento de Meios Eletrónicos de Pagamento. Infraestrutura E Gestão em Terceirização de Contact Center. Desenvolvimento E Gestão Operacional de Programas Market
Lupatech S.A.,Lupatech,20060,"A Lupatech S.A. é uma empresa especializada em fornecer equipamentos e serviços para a indústria de petróleo e gás, além de atuar na produção e comercialização de válvulas industriais para diversos setores, como petroquímico, químico, papel e celulose, alimentício, farmacêutico e siderúrgico. Fundada em 1980, a Lupatech possui uma forte presença na região do Mercosul e é reconhecida por suas soluções de alto valor agregado, como cabos de poliéster para ancoragem de plataformas em águas profundas, ferramentas para conclusão de poços, sistemas de monitoramento por fibra ótica, compressores de gás, entre outros.",LUPA,https://ri.lupatech.com.br/,Fabricante de Equipamentos E Provedor de Serviços Para O Setor de Petróleo E Gás.
Embraer S.A.,Embraer,20087,"A Embraer é uma empresa brasileira líder na fabricação de aviões comerciais, executivos, agrícolas e militares, além de peças aeroespaciais e serviços de suporte na área. Com sede em São José dos Campos, a empresa possui unidades em diversos países e é a terceira maior fabricante de jatos comerciais do mundo. Com uma receita líquida de 21,4 bilhões de reais em 2016, a Embraer é uma das maiores exportadoras brasileiras e é reconhecida por sua inovação e qualidade em seus produtos e serviços.",EMBR,https://ri.embraer.com.br,Projeto. Desenvolvimento. Fabricação. Comercialização de Aeronaves E Sistemas E Fornecimento de Suporte E Serviços de Pós-venda.
Odontoprev S.A.,Odontoprev,20125,"A Odontoprev é uma empresa líder no setor de planos de saúde odontológicos na América Latina. Fundada em 1987 por profissionais odontológicos, a empresa passou a ser controlada por investidores de private equity em 1998 e adquiriu a Unidont em 1999. Desde 2006, suas operações estão integradas às do Bradesco Dental, do Bradesco, após abrir seu capital na B3. Em 2018, a Odontoprev adquiriu a OdontoSystem, consolidando ainda mais sua posição no mercado. O site oficial da empresa está disponível em português e inglês.",ODPV,https://ri.odontoprev.com.br,Operadora de Planos Odontológicos
CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S.A.,AUTOBAN,20192,,ANHB,http://www.autoban.com.br,Concessão Rodoviária
PLANETA SECURITIZADORA S.A.,GAIA SECURIT,20222,,,http://www.gaiasec.com.br,Aquisição. Securitização. Emissão. Negociação E Prestação de Serviços Relacionados à Créditos Imobiliários E Direitos Creditórios Do Agronegócio Passíveis de Securitização.
Transmissora Aliança de Energia Elétrica S.A.,Taesa,20257,"A Taesa S.A. é uma empresa brasileira que atua no setor de transmissão de energia elétrica. Com mais de 13 mil km de linhas em operação e em construção, a empresa é uma das maiores do país em termos de Receita Anual Permitida (RAP). Além disso, a Taesa possui ativos em todas as regiões do Brasil e um Centro de Operação e Controle em Brasília. A empresa detém 39 concessões de transmissão e suas ações são negociadas na Bolsa de Valores de São Paulo. O controle acionário da Taesa é exercido pela Companhia Energética de Minas Gerais e pela ISA Investimentos e Participações do Brasil S.A.",TAEE,https://ri.taesa.com.br,Transmissão de Energia Elétrica.
CEMIG DISTRIBUIÇÃO S/A,CEMIG DIST,20303,,CMGD,http://www.cemig.infoinvest.com.br,O Objetivo Da Companhia É Estudar. Planejar. Projetar. Construir. Operar E Explorar Sistemas de Distribuição E Comercialização de Energia Elétrica E Serviços Correlatos.
CEMIG GERAÇÃO E TRANSMISSÃO S/A,CEMIG GT,20320,,CMGT,http://ri.cemig.com.br,Realiza Atividades de Geração. Transmissão E Comercialização de Energia Elétrica E Serviços Correlatos Que Lhe Tenham Sido Ou Venham A Ser Concedidos.
M. Dias Branco S.A. Indústria e Comércio de Alimentos,M. Dias Branco,20338,,MDIA,http://www.mdiasbranco.com.br,Produção E Comercialização de Biscoitos. Massas. Farinha de Trigo E Farelo. Margarinas E Gorduras. Bolos. Snacks. Mistura Para Bolos E Torradas.
Profarma Distribuidora de Produtos Farmacêuticos S.A.,Profarma,20346,,PFRM,http://www.profarma.com.br,Profarma Atua Na Distribuição de Produtos Farmacêuticos. Higiene Pessoal E Cosméticos. Nos Mais Populosos Estados Brasileiros.
Terra Santa Agro S.A.,Terra Santa,20354,,TESA,http://www.terrasantaagro.com,- Produção E Comércio de Produtos Vegetais (soja. Milho E Algodão) - Industrialização E Comércio de Biocombustíveis. óleo Vegetal E Subprodutos
Positivo Tecnologia S.A.,Positivo,20362,,POSI,http://www.positivoinformatica.com.br/ri,Fabricação de Hardware.
LPS Brasil Consultoria de Imóveis S.A.,Lopes,20370,"A Lopes é uma empresa brasileira com mais de 85 anos de experiência no mercado imobiliário. Com uma ampla gama de serviços, a Lopes atua na corretagem e consultoria de projetos e financeira, oferecendo intermediação de empreendimentos residenciais, comerciais, hotéis, flats, loteamentos, entre outros. Além disso, a empresa presta consultoria no processo de concepção e desenvolvimento dos lançamentos imobiliários. Com uma presença em 10 estados e no DF, a Lopes é uma das principais referências do setor imobiliário no Brasil.",LPSB,https://ri.lopes.com.br,Intermediação Na Compra. Venda. Permuta E Locação de Imóveis Ou de Direitos E Obrigações A Eles Relativos.
CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA,ECOVIAS,20397,,ECOV,http://www.ecovias.com.br,Concessão E Exploração de Rodovias
Tecnisa S.A.,Tecnisa,20435,"A Tecnisa é uma empresa brasileira do mercado imobiliário que atua de forma integrada, desde a incorporação até a venda de imóveis. Fundada em São Paulo em 1977, a empresa já lançou mais de 8 milhões de metros quadrados em 27 cidades do país. Embora tenha enfrentado problemas na entrega de unidades vendidas na planta e registrado prejuízo em 2012, a Tecnisa coleciona homenagens e prêmios por suas boas práticas de gestão e excelência em serviços ao cliente. Em 2020, a empresa encerrou o primeiro trimestre com uma disponibilidade de caixa e aplicações financeiras de R$ 261 milhões, o que a coloca em uma posição privilegiada para enfrentar as incertezas e capturar as eventuais oportunidades.",TCSA,http://www.tecnisa.com.br/ri,Incorporação. Compra E Venda de Imóveis Prontos E A Construir A Locação E Administração de Bens Imóveis. Construção de Imóveis E A Prestação de Serviço de Consultoria Imobiliaria.
RNI Negócios Imobiliários S.A.,RNI,20451,,RDNI,http://rni.com.br/,(i) A Compra E Venda de Imóveis; (ii) O Desmembramento Ou Loteamento de Terrenos; (iii) A Incorporação Imobiliária Ou Construção de Imóveis Destinados à Venda; (iv) A Prestação de Serviços A Terceiros
PDG Realty S.A. Empreendimentos e Participações,PDG Realty,20478,"A PDG é uma empresa do setor imobiliário sediada no Rio de Janeiro e focada no segmento popular. Ela é a segunda maior empresa do setor no Brasil, atrás apenas da Cyrela Brazil Realty. A PDG tem o controle da maior parte de seu grupo consolidado de capital, incluindo empresas como Goldfarb e CHL. A empresa está presente em mais de 50 cidades e 10 estados no Brasil, além de ter projetos na Argentina. Seus projetos imobiliários incluem empreendimentos residenciais de várias classes, condomínios de luxo, investimentos em empreendimentos com foco em geração de renda através de locação, desenvolvimento de lotes residenciais, investimento em empreendimentos imobiliários comerciais e comercialização de imóveis residenciais e comerciais. A PDG também se envolve em corretagem imobiliária e consultoria de negócios.",PDGR,https://ri.pdg.com.br,Construção E Incorporação
Iguatemi Empresa de Shopping Centers S.A.,Iguatemi,20494,,IGTI,http://www.iguatemi.com.br,Empresa Full Service No Setor de Shopping Centers. Suas Atividades Englobam A Concepção. O planejamento. O Desenvolvimento E A Administração de Shopping Centers Regionais E Complexos imobiliários.
São Martinho S.A.,São Martinho,20516,"O Grupo São Martinho é uma empresa de capital aberto fundada em 1914 e sediada em São Paulo. É um dos maiores grupos sucroenergéticos do país, com quatro usinas em operação e capacidade de moagem de 24 milhões de toneladas de cana. Além da produção de açúcar e etanol, a companhia também atua no setor de energia elétrica e negócios imobiliários. A Usina São Martinho, localizada em Pradópolis, é considerada a maior usina sucroalcooleira em operação no mundo. A empresa passou por uma parceria estratégica com a Petrobras Biocombustível para a produção de etanol em Goiás, e adquiriu participações em outras usinas e empresas do setor. Em 2018, a Petrobras vendeu todas as suas ações na São Martinho S.A.",SMTO,https://ri.saomartinho.com.br,Fabricação E Comércio de Açúcar. álcool E Derivados.
Even Construtora e Incorporadora S.A.,Even,20524,"A Even foi fundada em 2002, após a fusão da ABC Investimentos e da Terepins&Kalili, ambas com décadas de experiência no setor imobiliário. Com sede em São Paulo, a empresa atua em todas as etapas do desenvolvimento de empreendimentos, desde a prospecção do terreno até a venda e pós-venda dos imóveis. A empresa também está presente em outras regiões do país, como Rio de Janeiro e Porto Alegre, e possui duas empresas de vendas especializadas em prestar serviços exclusivamente para a Even. A empresa possui duas marcas comerciais, a Open e a Even, voltadas para segmentos distintos do mercado imobiliário.",EVEN,https://ri.even.com.br,Construção. Incorporação E Loteamento.
Banco Santander (Brasil) S.A.,Banco Santander,20532,"O Santander Brasil é a subsidiária do banco espanhol Santander no Brasil, sendo o terceiro maior banco privado do sistema financeiro do país. Com mais de 52 mil colaboradores e 60 milhões de clientes, o banco está presente em todas as regiões do Brasil, possuindo cerca de 3 mil agências e 36 mil caixas eletrônicos. Em 2022, foi considerado o terceiro banco mais rentável do mundo em retorno sobre o patrimônio.",SANB,https://www.santander.com.br/ri,Banco Múltiplo Com Carteira Comercial
CPFL ENERGIAS RENOVÁVEIS S.A.,CPFL RENOVAV,20540,,CPRE,http://www.cpflrenovaveis.com.br,Geração de Energias Renováveis.
Banco Pine S.A.,Banco Pine,20567,,PINE,http://www.pine.com,Banco Regional Brasileiro. de Capital Aberto. Que Há Mais de Vinte Anos Destaca-se em Financiar E Assessorar Grandes E Médias Empresas.
JBS S.A.,JBS,20575,"A JBS é uma empresa brasileira do setor de alimentos que foi fundada em 1953 em Goiás pelos irmãos Juvensor, Olinto e José Batista Sobrinho. A companhia é uma das maiores indústrias de alimentos do mundo e opera no processamento de carnes bovina, suína, ovina, de frango, de peixe e plant-based, além de atuar no processamento de couros. Além disso, comercializa produtos de higiene e limpeza, colágeno, embalagens metálicas, biodiesel, entre outros. Suas principais operações incluem as marcas Seara, Swift e Friboi.",JBSS,https://ri.jbs.com.br,
JHSF Participações S.A.,JHSF,20605,"A JHSF é uma empresa brasileira que atua nos setores de shopping centers, incorporação imobiliária, hotelaria e gastronomia, com foco no mercado de alta renda e ativos de renda recorrente. Fundada em 1972, a empresa é reconhecida por empreendimentos de luxo, como o Shopping Cidade Jardim e o Fazenda Boa Vista, e por ser a primeira do ramo imobiliário a priorizar ativos de renda recorrente. Com atuação no mercado brasileiro e em outros países, a JHSF é uma empresa de destaque no setor imobiliário e de shopping centers.",JHSF,https://ri.jhsf.com.br,Empresa Que Investe No Brasil em Negócios Voltados A Atender O Público de Alta Renda. Focada No Desenvolvimento E Administração de Projetos de Shopping Centers. Hotéis E E Restaurantes E Incorporação.
Metalfrio Solutions S.A.,Metalfrio,20613,,FRIO,http://www.metalfrio.com.br,Fabricação E Comercialiazação de Geladeiras E Similares. de Máquinas de Vendas Automáticas. Componentes E Peças
Fertilizantes Heringer S.A.,Fertilizantes Heringer,20621,"A Fertilizantes Heringer foi fundada em 1968 pelo engenheiro agrônomo Dalton Dias Heringer como uma empresa individual em Manhuaçu, MG, com o objetivo de fornecer fertilizantes para produtores de café. A empresa foi transformada em uma sociedade limitada em 1973 e posteriormente expandiu sua área de atuação, instalando-se no Espírito Santo e inaugurando unidades de produção própria em diversas regiões do país. Ao longo dos anos, a empresa investiu em centros de pesquisa e desenvolvimento, novas unidades de produção e tecnologia para atender às necessidades dos produtores agrícolas brasileiros. Atualmente, a companhia é controlada pela família Heringer, que tem um longo histórico de investimento e participação no setor agrícola brasileiro.",FHER,https://ri.heringer.com.br,Produção. Comercialização E Distribuição de Fertilizantes. Com Atuação Nacional.
Fica Empreendimentos Imobiliários S.A.,Fica,20630,,FIEI,http://www.cr2.com.br,Incorporação Imobiliária
Companhia Estadual de Distribuição de Energia Elétrica,CEEE D,20648,,CEED,http://www.ceee.com.br,Prestação de Serviços de Natureza Pública Ou Privada. No Setor de Distribuição de Energia elétrica.
Viver Incorporadora e Construtora S.A.,Viver,20702,"A Viver foi fundada em 1992 com o nome de Inpar e é uma empresa com atuação em todas as etapas da incorporação imobiliária. Seus empreendimentos são voltados para os segmentos residencial, comercial, turismo e loteamentos. A empresa passou por uma abertura de capital em 2007, captando R$ 756 milhões e fortalecendo o banco de terrenos, o desenvolvimento das atividades de incorporação e a expansão de suas atividades em outras regiões do Brasil. Em 2016, teve início a recuperação judicial da empresa, com fim em agosto de 2021.",VIVR,https://ri.viver.com.br,Construção. Incorporação. Aquisição de Créditos Com Lastro em Ativos Imobiliários. Obras Paradas. Vendas. Repasse. Cobrança. Assistência Técnica. Negociação de Dívidas E Processos Judiciais.
Log-In Logística Intermodal S.A.,Log-In,20710,,LOGN,http://www.loginlogistica.com.br,A Log-in Oferece Soluções Logísticas Integradas Através Do Transporte Marítimo em Navios Porta-contêineres. Terminal Portuário. Terminais Intermodais E Transporte Rodoviário de Curta Distância.
PARANA BANCO S.A.,PARANA,20729,,PRBC,http://www.paranabanco.com.br,Banco Múltiplo Com Carteira de Crédito. Financiamento E Investimentos.
SLC Agrícola S.A.,SLC Agrícola,20745,"A SLC Agrícola é uma empresa brasileira de capital aberto, com mais de 40 anos de história no agronegócio. Seu foco principal é a produção de commodities agrícolas, como soja, algodão e milho, além de trabalhar com criação de gado. A empresa também é responsável pela marca SLC Sementes, que produz e comercializa sementes de soja e algodão. Com matriz em Porto Alegre e 23 unidades de produção estrategicamente localizadas em sete estados brasileiros, a SLC Agrícola é referência em eficiência operacional e alta escala de produção, tendo sido uma das primeiras empresas do setor a ter ações negociadas em bolsa de valores.",SLCE,https://ri.slcagricola.com.br/,Produção E Comercialização de Algodão. Soja. Milho. Entre Outros.
EZTEC Empreendimentos e Participações S.A.,EZTEC,20770,"A EZTEC é uma empresa de construção brasileira que se dedica a construir, incorporar e vender empreendimentos imobiliários de médio e alto padrão, residenciais e comerciais. Fundada em 1979, a empresa é sediada em São Paulo e suas ações são negociadas na Bolsa de Valores de São Paulo desde 2006. A EZTEC tem um Sistema de Gestão de Qualidade certificado pela ISO 9001 e PBQP-H nível A, garantindo a padronização e melhoria contínua dos seus processos e produtos, além de exigir que a construtora atenda a um conjunto de requisitos baseados em normas internacionais.",EZTC,https://ri.eztec.com.br,(a) Incorporação E Comercialização de Empreendimentos Imobiliários de Qualquer Natureza. (b) Administração E Locação de Imóveis Prórpios. (c) Loteamento de Terrenos. (d) Construção de Condomínios ...
Marfrig Global Foods S.A.,Marfrig,20788,"A Marfrig é uma empresa brasileira de alimentos que se destaca como a segunda maior produtora de carne bovina do mundo e líder na produção de hambúrgueres. Fundada em 2000, a Marfrig tem uma história de crescimento e expansão internacional, com aquisições de empresas de alimentos na Argentina, Uruguai, Irlanda do Norte e Estados Unidos. A empresa é dividida em diversas divisões, sendo a Marfrig Beef uma das maiores produtoras de carne bovina do mundo, com operações no Brasil e internacionalmente. Além disso, a Marfrig é líder no segmento de food service e fomentadora de programas de qualidade, bem-estar animal e sustentabilidade na cadeia de fornecimento de gado bovino e ovino brasileira.",MRFG,https://ri.marfrig.com.br,Produção E Distribuição de Alimentos à Base de Carne Bovina. Suína. Ovina E Avícola. In Natura. Elaborados E Processados. Couros Semi-terminados E Terminados. Além de Outros Produtos Alimentícios.
Tegma Gestão Logística S.A.,Tegma,20800,,TGMA,http://www.tegma.com.br,Prestação de Serviços de Logística Para A Indústria Automotiva. Gerenciamento de Estoques E Pátios. Atividades de Armazém Geral. Pdi. Dentre Outras.
Helbor Empreendimentos S.A.,Helbor,20877,,HBOR,http://www.helbor.com.br,Incorporação de Imoveis
MRV Engenharia e Participações S.A.,MRV,20915,"A MRV Engenharia é uma construtora brasileira sediada em Belo Horizonte, fundada em 1979 com o objetivo de construir empreendimentos residenciais com foco na classe média. Atualmente, é considerada a maior construtora do Brasil em termos de faturamento, com presença em mais de 160 cidades brasileiras. A empresa é reconhecida por suas certificações de qualidade, como o PBQP-H e a ISO 9001, e por suas ações de responsabilidade social, como o Instituto MRV, que promove ações sociais voltadas para a educação. A MRV Engenharia é uma empresa em constante crescimento e inovação, com o objetivo de oferecer qualidade e satisfação aos seus clientes.",MRVE,https://ri.mrv.com.br,Atividades de Incorporação E Construção
Minerva S.A.,Minerva,20931,"A Minerva Foods é uma empresa brasileira de alimentos com mais de 90 anos de história, fundada em Barretos (SP) em 1924. Atualmente, é a segunda maior empresa de carne bovina do Brasil e do Uruguai, além de ser a maior exportadora de carne bovina do Paraguai, Colômbia e Argentina, comercializando seus produtos para mais de 100 países. A empresa opera 26 plantas de abate e desossa em cinco países, com capacidade diária de abate e desossa de cerca de 54 mil cabeças de gado. No entanto, a empresa enfrentou recentemente críticas por manter um esquema de compra de gado de fazendas bloqueadas por crimes ambientais, o que gerou preocupações sobre a sustentabilidade de suas operações.",BEEF,https://ri.minervafoods.com,Líder Na América Do Sul Na Exportação de Carne Bovina In Natura E Seus Derivados. E Que Atua Também No Segmento de Processados.
Banco ABC Brasil S.A.,Banco ABC Brasil,20958,,ABCB,http://www.abcbrasil.com.br,O Banco Tem Por Objeto A Prática de Operações Ativas. Passivas E Acessórias Inerentes às Respectivas Carteiras Autorizadas Pelo Banco Central Do Brasil.
Springs Global Participações S.A.,Springs,20966,"A Springs foi fundada em 2006 como resultado da fusão da Coteminas, com sede no Brasil, e da Springs Industries, dos Estados Unidos. É líder no mercado de cama, mesa e banho, com operações no Brasil, Argentina e subsidiárias nos Estados Unidos. Desde 2009, a empresa atua diretamente no varejo monomarcas de cama, mesa e banho no Brasil, por meio da aquisição da MMartan. A empresa opera fábricas no Brasil e na Argentina que formam uma indústria integrada de fiação, tecelagem, preparação, tinturaria, estamparia, acabamento e confecção de produtos têxteis para o lar.",SGPS,https://ri.springs.com,
Multiplan Empreendimentos Imobiliários S.A.,Multiplan,20982,"A Multiplan é uma empresa de investimentos imobiliários especializada em shopping centers. Fundada em 1979 pelo economista José Isaac Peres, seu primeiro empreendimento foi o BH Shopping em Belo Horizonte, o primeiro shopping center de Minas Gerais. Desde 2007, a empresa tem capital aberto. Atualmente, a Multiplan é a terceira maior empresa do Brasil em área bruta locável e tem participação em 19 shopping centers e dois complexos comerciais, incluindo o Morumbi Shopping e o Diamond Mall, este último em copropriedade com o Atlético Mineiro.",MULT,http://ri.multiplan.com.br/,Administração de Shopping Centers
Americanas S.A.,Americanas,20990,"A Americanas S.A. é uma das maiores empresas varejistas do Brasil, com uma história que remonta a 1929, quando foi fundada em Niterói. A empresa é conhecida por oferecer uma grande variedade de produtos a preços acessíveis, com uma estratégia de varejo que inclui lojas físicas, comércio eletrônico e marketplace. A Americanas S.A. é controlada por um grupo de empresários que inclui Jorge Paulo Lemann, Marcel Herrmann Telles e Carlos Alberto Sicupira, e tem uma presença significativa em todo o país, com quatro centros de distribuição em diferentes regiões. A empresa tem enfrentado desafios recentes, incluindo a divulgação de passivos não reconhecidos e um pedido de recuperação judicial em 2023.",AMER,https://ri.americanas.io,Comércio Varejista E Atacadista em Geral de Quaisquer Bens E Serviços Por Meio de Diversos Meios. em Especial. Da Internet E de Lojas Físicas. Sem Restrição A Outros Meios.
General Shopping & Outlets do Brasil S.A.,General Shopping & Outlets,21008,,GSHP,http://www.generalshopping.com.br,Administração de Shopping Centers
YDUQS Participações S.A.,YDUQS,21016,"A YDUQS é uma das maiores empresas de educação superior no Brasil, com uma longa história de atuação no mercado educacional. Com mais de 300 mil estudantes em 57 campi em todo o país, a YDUQS possui uma ampla oferta de cursos de graduação, pós-graduação e programas de extensão. Além disso, a empresa tem se destacado por sua atuação em inovação e tecnologia na educação, com investimentos em plataformas digitais, metodologias de ensino híbridas e outras iniciativas que visam tornar a educação mais acessível e eficiente. Através de aquisições estratégicas e uma visão empreendedora, a YDUQS tem se consolidado como uma referência no setor educacional brasileiro.",YDUQ,https://www.yduqs.com.br,Desenvolve Principalmente Nas áreas de Educação de Nível Superior. Nas Modalidades Presencial E A Distância. Educação Profissional E/ou Outras áreas Associadas à Educação.
CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA,VIAOESTE,21024,,VOES,http://www.viaoeste.com.br,Concessão de Rodovias.
ALGAR TELECOM S/A,ALGAR TELEC,21032,,ALGT,http://www.algartelecom.com.br,Serviços de Telecomunicações em Geral
SYN Prop & Tech S.A.,SYN,21040,,SYNE,http://www.ccpsa.com.br,Incorporação de Empreendimentos Imobiliários
Dexco S.A.,Dexco,21091,"Dexco (anteriormente Duratex) é uma empresa brasileira que atua na fabricação de produtos de madeira, instalações sanitárias, louças e metais sanitários, revestimentos cerâmicos e pisos laminados. A empresa é controlada pela Itaúsa e Grupo Ligna e tem ações negociadas na Bolsa de Valores de São Paulo. Com aproximadamente 11.000 colaboradores, possui oito unidades industriais, sete localizadas no estado de São Paulo e uma no Rio Grande do Sul. Além disso, a empresa está presente em outros países, como Argentina, Estados Unidos e Europa, por meio de subsidiárias comerciais.",DXCO,https://ri.dex.co/,Fabricação. Comércio. Importação E Exportação de Produtos Derivados de Madeira. de Produtos de Metais E Materiais Cerâmicos
Sul América S.A.,SulAmérica,21121,,SULA,http://www.sulamerica.com.br,A Sul América S.A. É Uma Sociedade de Participação E Suas Controladas Atuam Nos Setores de Seguros. Previdência Complementar. Administração de Recursos E Assistência à Saúde.
Trisul S.A.,Trisul,21130,,TRIS,http://www.trisul-sa.com.br/ri,Incorporadora E Construtora
